ID,LABEL,Area_bbox,Area_filled,equivalent_diameter_area,feret_diameter_max,Eccentricity,Perimeter,Perimeter_to_Surface_Ratio,Sphericity,Spherical Dispropotion,Solidity,AXIS,axis,Elogantion,Fractal Dimension,Lacunarity,Mom2,Mom3,MomH2,MomH3,Contrast,Dissimilarity,Homogeneity,ASM,Energy,Corralation,Intensity_Max,Intensity_Mean,Intesinty_Min,Shannon_Entropy,quartiles_25,quartiles_50,quartiles_75
m_354_a_10,0,3185,558,26.486883341553696,72.01388754955533,0.7929908685324315,332.4213562373095,0.6033055467101806,0.25031784679595664,3.9949209087562068,0.29153439153439153,63.02164420690106,38.39489816390457,0.7805341250945393,1.379315834548384,0.17503683214254215,2566573.0,118407069.0,0.0013421391533021574,4.324347379334451e-05,1521.478458049887,29.174603174603178,0.03033418766408741,0.0023189926008196178,0.04815591968615715,0.664627845194073,250.0,115.90018148820327,2.0,1.423027912860876,81.0,111.0,146.0
m_354_a_11,0,2491,323,20.279456919490165,61.91122676865643,0.9580894443720225,191.12489168102786,0.5917179309010151,0.33334115884490617,2.9999295720492487,0.3617021276595745,57.26633526482699,16.405042652999917,0.5352281985240025,1.1422750077101704,0.12424461748638024,1200432.0,35058670.0,0.0013933745264148607,4.198843456518802e-05,2296.9192307692315,34.88846153846154,0.076724161723021,0.004792899408284024,0.06923076923076923,0.7560502381585734,255.0,141.55108359133126,1.0,1.0298356391961103,90.0,124.0,199.0
m_354_a_12,0,2295,321,19.867165345562018,66.70832032063167,0.8641132871709697,225.0538238691624,0.725980076997298,0.2773316161628819,3.605791556822292,0.244672454617206,53.368311746746016,26.86013011032423,0.7094345314323354,1.1265448279919137,0.13493898981902872,698817.0,16348625.0,0.0014408922621011008,4.464772398541662e-05,2512.343347639485,38.36051502145923,0.01921896383444976,0.004365525244524674,0.06607212153794272,0.610488693652082,246.0,117.8741935483871,1.0,1.004632121480834,75.5,114.0,151.0
m_354_a_13,0,1755,547,18.575465448360347,53.2634959423431,0.8653932038499049,208.1543289325507,0.7680971547326594,0.2803523044120282,3.5669405396801017,0.2664700098328417,57.38557461783155,28.755533108868974,0.7078795146005508,1.1680411180620602,0.11241011271636783,671208.0,19035124.0,0.002364810061656705,8.825585473964205e-05,1949.6915422885575,33.601990049751244,0.04538086484386059,0.0050741318284200886,0.07123294061331518,0.4726656412314746,217.0,99.2988929889299,1.0,0.9920798395050056,75.0,95.0,124.0
m_354_a_14,0,2295,439,23.452920571340155,86.68333173107735,0.9591299094341748,263.8883476483184,0.6108526565933297,0.2792071860267934,3.5815697089688716,0.366412213740458,73.87969778605814,20.905450353723943,0.5319455850381777,1.2193211950058382,0.13698311747506117,1518867.0,48331453.0,0.002668959163842023,0.00017249599905063814,2115.384408602151,33.34139784946237,0.028184257673423092,0.002731529656607701,0.05226403789038597,0.6067086886331962,250.0,117.24305555555556,1.0,1.079088407942848,83.75,109.0,147.0
m_354_a_15,0,1107,202,16.03728119216293,44.384682042344295,0.7468545863792979,164.42640687119285,0.813992113223727,0.30641431468073843,3.2635551019929587,0.2718707940780619,40.20962842389131,26.73889579634962,0.8154675888439742,1.3419633272793388,0.11915614046180419,379596.0,7136156.0,0.0011390593559133632,3.6008763558978935e-05,2440.734693877551,37.578231292517,0.03354249009717239,0.006802721088435374,0.08247860988423225,0.5109464858717974,246.0,118.02475247524752,2.0,1.0782012959682648,80.5,112.0,149.0
m_354_a_16,0,1392,220,16.73656774376801,51.264022471905186,0.954269442465097,150.4619407771256,0.6839179126232982,0.3494536757837901,2.86160961894906,0.32305433186490456,50.30593234972988,15.038851509404617,0.5467612583927864,0.9635553034344523,0.18956624526358237,1065714.0,38374666.0,0.002868549121590437,0.00017307776670839357,3094.0628571428574,39.57142857142857,0.04377817323744246,0.005714285714285713,0.07559289460184544,0.6593498528846025,255.0,138.79090909090908,3.0,0.86752317873275,90.5,124.0,195.25
m_354_a_17,0,1620,282,18.948708441878455,52.478567053607705,0.9077136535935123,181.71067811865476,0.6443641068037402,0.32760388025820086,3.052466897558876,0.31543624161073824,46.33959165269733,19.443637819557722,0.6477578132914676,1.558478336516356,0.36237063491815624,582279.0,13222021.0,0.0018151264890591582,6.802104881373247e-05,1786.041474654378,31.470046082949303,0.029059014945744293,0.004693240459555311,0.0685072292503157,0.7534780314163516,245.0,101.14539007092199,1.0,1.0777903235904867,54.0,88.5,134.5
m_354_a_18,0,1517,181,15.180789096653193,54.56189146281496,0.8514880072300282,140.59797974644664,0.7767844184886554,0.3392072602163192,2.948050107660668,0.18545081967213115,51.3974062283363,26.95146749596337,0.724136781189408,1.2646695933403793,0.19636416454812133,574027.0,18723593.0,0.0065260782797798315,0.00044882954323290287,2596.1076923076926,37.292307692307695,0.049165564487419745,0.007810650887573966,0.08837788686981583,0.6378307519933568,247.0,109.09944751381215,8.0,0.8031690516447084,66.0,97.0,146.0
m_354_a_19,0,1888,278,18.81384047546846,63.324560795950255,0.9041475553268775,193.84671708797583,0.6972903492373231,0.30490804235140834,3.2796773489086717,0.260543580131209,56.974888691082846,24.340829936885697,0.6536209266525032,1.1282348124152943,0.14365526323330124,699919.0,23674877.0,0.004695970432596309,0.00022652672187121532,809.9910714285713,20.75,0.05214998268061,0.004623724489795918,0.06799797415949918,0.770891125508915,244.0,81.19424460431655,1.0,0.8303824799115817,56.0,70.0,93.75
m_354_a_2,0,4590,699,29.83277462405867,91.2414379544733,0.8296474029218847,387.31475451951127,0.5540983612582422,0.24198000334743605,4.132572882744345,0.24253990284524635,72.7785312635703,40.63136083956374,0.7471865413887087,1.502539765046244,0.15943088885269213,3049648.0,92514188.0,0.0003032734543428042,4.7825820096714515e-06,2299.5382003395584,32.135823429541595,0.12365620343094585,0.006004248805924115,0.07748708799486606,0.7404330390047997,255.0,165.26609442060087,1.0,1.4964051616440168,111.0,162.0,236.5
m_354_a_20,0,2700,310,18.712051592547777,67.80117993073571,0.9432594974182972,225.8345237791561,0.8212164501060222,0.26030406172188203,3.8416611457582053,0.20355292376017764,65.97874296302145,21.908670595622233,0.5762434398885719,1.410549062761298,0.25062133163788614,807903.0,23863517.0,0.0016714781711173262,4.0359372313419675e-05,1983.603448275862,30.465517241379306,0.05101568482632683,0.005747126436781608,0.07580980435789034,0.7623556359870369,255.0,115.04,3.0,0.8288090787556001,69.0,101.0,142.0
