ID,LABEL,Area_bbox,Area_filled,equivalent_diameter_area,feret_diameter_max,Eccentricity,Perimeter,Perimeter_to_Surface_Ratio,Sphericity,Spherical Dispropotion,Solidity,AXIS,axis,Elogantion,Fractal Dimension,Lacunarity
ac_control_c5_20,0,1593.0,201.0,15.99753570059363,59.135437767890075,0.9071008690651124,154.73401871576772,0.7698209886356603,0.32480084889958344,3.0788096871913146,0.20959332638164754,57.03240070745695,24.005696478141424,0.6487783200615198,1.1638414580857084,0.22632846022510358
ac_control_c5_21,0,1692.0,340.0,20.49802550887777,56.302753041036986,0.7796489776724177,245.05382386916236,0.7425873450580678,0.26278490714827096,3.8053935853925225,0.22916666666666666,50.51495241653969,31.63331149192541,0.7913386081973144,1.1852039064649034,0.08080770797325644
ac_control_c5_22,0,4422.0,417.0,23.04215463350949,92.65527507918802,0.928439788037393,328.29646455628165,0.7872816895834093,0.22049906573728387,4.535166607877883,0.17997410444540354,86.5459590093313,32.1503455829867,0.6094939869964863,1.1207338281413497,0.14264524498137338
ac_control_c5_23,0,3588.0,334.0,20.62188177498708,70.76722405181653,0.7878827485238952,238.5035713374682,0.7140825489145755,0.2716334683132648,3.6814314753244513,0.1449652777777778,66.70269717401172,41.077207114731294,0.7847453595034848,1.23188021455044,0.20658912948592556
ac_control_c5_24,0,3127.0,384.0,22.111625566165472,69.35416353759881,0.7159080448332279,322.2609306503489,0.8392211735686169,0.21555737550129392,4.639136089286805,0.16673903603994789,59.30750847527417,41.4081809623178,0.8355803850366419,1.435464412267134,0.23555812527171802
ac_control_c5_25,0,3975.0,447.0,23.85661494212072,86.2670273047588,0.7684734008982782,336.40916292848976,0.7525932056565766,0.22278752929693102,4.4885815788513055,0.14718472176489958,72.6161493868815,46.465747506925176,0.7999260796535796,1.2172415508777763,0.1379184478511212
ac_control_c5_26,0,4095.0,677.0,29.35954992478095,91.13725912051558,0.8545016882856445,425.62846301849606,0.6286978774276161,0.21670483619039926,4.614571679984977,0.22794612794612795,86.34373050087613,44.851131313334356,0.7207278377103911,1.1851335424517289,0.1419765580832307
ac_control_c5_27,0,3136.0,313.0,19.738573927438622,58.82176467941097,0.8121456319591941,235.91168824543144,0.7709532295602335,0.26285496621204857,3.8043793290680568,0.15830315571650286,59.4922710814657,34.711049537094055,0.7638421128103707,1.3002749683160781,0.20146301899457467
ac_control_c5_28,0,4002.0,400.0,22.56758334191025,75.23961722390672,0.7067773127597529,326.81118318204307,0.8170279579551076,0.21693919206163875,4.609586633455659,0.15226494099733537,65.32717150288204,46.214799182004846,0.8410922043228811,1.3648492891850252,0.2313124192336614
ac_control_c5_29,0,2288.0,409.0,22.820056393372074,55.60575509783138,0.8592278172028216,245.09545442950497,0.5992553898031906,0.2925036765238849,3.418760447335243,0.34631668077900085,53.04111685288053,27.13547241408796,0.7152574060147291,1.2418942742480603,0.21170473680275304
ac_control_c5_3,0,1908.0,252.0,17.91246396432554,54.57105459856901,0.7317454909146844,198.59797974644667,0.7880872212160582,0.283354670927985,3.529145987694523,0.18025751072961374,60.500221659333434,41.23561858873964,0.8255773588114852,1.2235446899671185,0.2291748904372569
ac_control_c5_30,0,2867.0,341.0,20.83685880248485,65.19202405202648,0.8249806339351956,248.4386001800126,0.7285589448094211,0.2634893389768853,3.795219965570316,0.19157303370786516,58.79969908083082,33.23129661314085,0.7517719055503536,1.150847103496505,0.15764200201599116
ac_control_c5_31,0,2160.0,357.0,21.320096563347295,57.38466694161429,0.7039416976929103,260.9116882454314,0.7308450651132532,0.2567116068569215,3.8954218402650995,0.2196923076923077,50.973943417128254,36.204638891669894,0.8427679161125687,1.296508823899185,0.23671679521594235
ac_control_c5_32,0,5846.0,758.0,31.066309322306914,79.40403012442127,0.3412715593674976,488.8355697996826,0.6449018071235918,0.1996534114346498,5.008679755654054,0.20469889278963002,65.91976319116266,61.96225343084032,0.9695177901882396,1.535248621006074,0.2622494794751703
ac_control_c5_4,0,1080.0,190.0,15.553633450087505,54.3323108288245,0.9729203073169564,132.2193000900063,0.6958910531052963,0.36956163396841835,2.705908590298789,0.29780564263322884,53.07402004720596,12.267572163093327,0.48077106129703034,1.1050516206260113,0.10918426546474727
ac_control_c5_5,0,1836.0,270.0,18.5067943613625,54.42425929675111,0.8240793505821598,193.9827560572969,0.7211254872018472,0.29972153395933976,3.336430275095483,0.27062374245472837,47.077577642757156,26.668241638152065,0.7526449233602527,1.1680507270161193,0.22206514647923906
ac_control_c5_6,0,2772.0,309.0,19.04923279949934,67.68308503607086,0.9418503896009253,231.91168824543144,0.8137252219137945,0.2580505116934647,3.875210296765033,0.17220543806646527,82.68773975699777,27.78576822392077,0.5796831063587679,1.0223368190497357,0.12373610701423232
ac_control_c5_7,0,945.0,164.0,14.450303987687134,35.90264614203248,0.7906967280554394,109.14823227814084,0.6655380016959808,0.4159203305663509,2.4043066099661896,0.31297709923664124,31.444784617912358,19.250749959200007,0.7824372434907828,1.0413118889880253,0.30463244154170027
ac_control_c5_8,0,2790.0,403.0,22.65205369339104,62.369864518050704,0.644088497735698,280.05992052357226,0.6949377680485664,0.25410107000972704,3.9354419088503634,0.2213069741900055,56.91348644380068,43.5360274268819,0.874614762882639,1.3419261435286314,0.123014739123206
ac_control_c5_9,0,1950.0,256.0,18.0540666735282,61.220911460055866,0.8450361298490682,192.7401153701776,0.7528910756647562,0.29427461491367607,3.398186419488969,0.22715173025732033,52.497231605890214,28.070753238725118,0.7312381349406473,1.3271886118779592,0.23967128034010204
ac_control_c7_0,0,2970.0,272.0,18.609705966725112,60.41522986797286,0.3565910888228606,197.8111831820431,0.7272469969928055,0.2955551582577916,3.383463194804983,0.16636085626911315,52.49840079107705,49.04718536152804,0.9665715497311018,1.0512889250302593,0.21165813614294549
ac_control_c7_1,0,1938.0,289.0,19.182445840623714,54.48853090330111,0.7875571436165117,180.33199846221441,0.6239861538484928,0.3341804640589881,2.9923951503744526,0.2589605734767025,51.71086048880412,31.86638491409574,0.7850105917650996,1.2371252454051873,0.3302767297433424
ac_control_c7_10,0,3780.0,434.0,23.452920571340155,70.71067811865476,0.3553465865513107,305.0304832720494,0.7060890816482626,0.24154806490744782,4.139962787046804,0.19963031423290203,55.806877239705685,52.16461999898557,0.9668167440505231,1.2700758005644193,0.21553762875669813
